start_lat,start_lon,destination_lat,destination_lon,departure,conventional_t (in min),conventional_arrival,conventional_d (in km),pickup_station,dropoff_station,pickup_coord,dropoff_coord,distance_to_pickup,distance_from_dropoff,time_to_pickup,time_from_dropoff,min_ferry_time,objective,time_window,pickup_time,dropout_time,delay_dvar,assigned_ferry,ferry_travel_time
51.27354672461429,6.715605599136855,51.24842071667508,6.698695764641678,27,20,47,5605,21,4,"(51.26387, 6.71174)","(51.26235, 6.70734)",1109.86,1663.03,4,6,13,passenger,"[31, 41]",32.0,35.0,-0.0,10,14.0
51.26138123781404,6.747931319642696,51.244627986772855,6.70536689360966,11,25,36,7663,26,8,"(51.25499, 6.74127)","(51.25323, 6.73313)",849.6,2161.82,3,8,15,passenger,"[14, 28]",15.0,19.0,-0.0,5,16.0
51.24841009511734,6.705079373417772,51.26392848828112,6.740224090457254,5,32,37,9301,6,23,"(51.25711, 6.71907)","(51.25988, 6.72197)",1375.09,1351.43,5,5,13,passenger,"[10, 32]",11.0,14.0,-0.0,9,14.0
51.25807602000119,6.7561744996274165,51.23322872055602,6.744864396356893,7,20,27,4971,27,11,"(51.25329, 6.74746)","(51.24869, 6.75055)",808.47,1765.34,3,7,14,passenger,"[10, 20]",11.0,15.0,-0.0,18,15.0
51.26160988138197,6.682345317219434,51.26424039450749,6.719818353710134,3,20,23,6057,3,21,"(51.26532, 6.70355)","(51.26387, 6.71174)",1536.55,565.36,6,2,12,passenger,"[9, 21]",10.0,14.0,-0.0,19,13.0
51.241678199291925,6.77934963577869,51.26605042448775,6.684089887952602,29,33,62,10379,31,13,"(51.24133, 6.76731)","(51.24365, 6.76015)",841.65,5865.67,3,23,30,passenger,"[32, 39]",33.0,37.0,-0.0,17,31.0
51.25670080489163,6.742037442977694,51.23821144929014,6.736929284969229,14,16,30,4469,26,9,"(51.25499, 6.74127)","(51.25188, 6.73981)",197.73,1533.91,0,6,9,passenger,"[14, 24]",15.0,18.0,-0.0,0,10.0
51.23633103976897,6.73307308602883,51.261274596308674,6.727554678511137,20,21,41,5779,8,24,"(51.25323, 6.73313)","(51.25804, 6.72913)",1880.06,376.29,7,1,12,passenger,"[27, 40]",28.0,32.0,-0.0,7,13.0
51.26711669546381,6.683504983919243,51.25861770990101,6.740812804085542,11,24,35,7584,3,21,"(51.26532, 6.70355)","(51.26387, 6.71174)",1413.25,2111.81,5,8,17,passenger,"[16, 27]",17.0,21.0,-0.0,1,18.0
51.25624947839509,6.760382225249686,51.2513244447165,6.687734869450848,9,26,35,8267,28,10,"(51.2517, 6.75325)","(51.2505, 6.7452)",710.01,4013.17,2,16,22,passenger,"[11, 19]",12.0,16.0,-0.0,15,23.0
51.237643559349394,6.739023672690947,51.25264515983829,6.760123062231624,13,12,25,3108,11,29,"(51.24869, 6.75055)","(51.24811, 6.75954)",1469.07,506.19,5,2,11,passenger,"[18, 23]",19.0,23.0,-0.0,12,12.0
51.24591917265768,6.735650132704854,51.2528009261089,6.75672339071396,16,14,30,3760,10,28,"(51.2505, 6.7452)","(51.2517, 6.75325)",839.25,271.68,3,1,8,passenger,"[19, 29]",20.0,24.0,-0.0,8,9.0
51.25307925782106,6.755103337124391,51.27239889099167,6.680204479558888,5,26,31,8150,27,9,"(51.25329, 6.74746)","(51.25188, 6.73981)",534.13,4745.66,2,18,24,passenger,"[7, 13]",8.0,12.0,-0.0,13,25.0
51.26654430950735,6.684376057637179,51.25391397941883,6.759945551831508,26,28,54,8450,3,21,"(51.26532, 6.70355)","(51.26387, 6.71174)",1345.17,3542.66,5,14,23,passenger,"[31, 40]",32.0,36.0,-0.0,4,24.0
51.26094445476347,6.735127103722962,51.24267840940877,6.699161157778251,17,31,48,9610,24,6,"(51.25804, 6.72913)","(51.25711, 6.71907)",528.83,2123.68,2,8,14,passenger,"[19, 40]",20.0,24.0,-0.0,3,15.0
51.26583683121588,6.7348329850138215,51.24512456961854,6.74424407185078,17,19,36,5893,26,10,"(51.25499, 6.74127)","(51.2505, 6.7452)",1287.68,601.75,5,2,11,passenger,"[22, 34]",23.0,27.0,-0.0,14,12.0
51.23769822489357,6.752329914779885,51.25104486293712,6.76648371702753,21,10,31,2813,13,30,"(51.24365, 6.76015)","(51.24472, 6.7643)",858.3,719.99,3,2,8,passenger,"[24, 29]",25.0,28.0,-0.0,11,9.0
51.25276049242826,6.678695739003938,51.25761045477272,6.759881386272864,28,31,59,8973,3,21,"(51.26532, 6.70355)","(51.26387, 6.71174)",2227.68,3431.84,8,13,25,passenger,"[36, 46]",37.0,41.0,-0.0,16,26.0
51.27343489682019,6.685635580016265,51.27655062487365,6.713878529248071,38,12,50,3430,0,17,"(51.2772, 6.70163)","(51.27648, 6.70598)",1192.13,551.21,4,2,9,operator,"[42, 48]",166.0,169.0,120.0,0,133.0
51.244774371528464,6.774603179663394,51.24658243306251,6.689158649757178,56,28,84,8713,30,13,"(51.24472, 6.7643)","(51.24365, 6.76015)",719.47,4967.85,2,19,24,operator,"[58, 65]",100.0,107.0,41.0,0,70.0
51.23820771173675,6.708714365135713,51.25634576253909,6.758980543326975,35,26,61,7200,6,23,"(51.25711, 6.71907)","(51.25988, 6.72197)",2223.77,2613.36,8,10,21,operator,"[43, 51]",68.0,151.0,99.0,0,126.0
51.2745257698232,6.716847422250615,51.24345082663152,6.740336696392327,7,25,32,7693,21,5,"(51.26387, 6.71174)","(51.25965, 6.71313)",1237.92,2618.41,4,10,18,operator,"[11, 22]",141.0,145.0,122.0,0,148.0
51.24172683035512,6.690994321878014,51.26023746512349,6.751397841995904,39,32,71,9552,5,23,"(51.25965, 6.71313)","(51.25988, 6.72197)",2522.81,2054.58,10,8,22,operator,"[49, 63]",146.0,150.0,86.0,0,119.0
51.23436023636816,6.752664009945859,51.26110708692162,6.747292526604883,52,15,67,4653,12,28,"(51.24654, 6.75545)","(51.2517, 6.75325)",1368.93,1126.18,5,4,13,operator,"[57, 63]",96.0,115.0,51.0,0,67.0
51.25136608697148,6.698792965035293,51.27689000573862,6.716466473639573,49,18,67,5082,4,19,"(51.26235, 6.70734)","(51.27123, 6.70489)",1359.88,1024.27,5,4,15,operator,"[54, 63]",131.0,160.0,96.0,0,115.0
51.264537924344765,6.686615389429916,51.23533670426238,6.77862956343827,26,33,59,9980,3,21,"(51.26532, 6.70355)","(51.26387, 6.71174)",1185.19,5646.96,4,22,30,operator,"[30, 37]",135.0,140.0,102.0,0,136.0
51.25759261355277,6.744783056933549,51.2664794617026,6.692882292854686,23,24,47,7681,25,7,"(51.25632, 6.73558)","(51.25475, 6.72683)",657.87,2705.22,2,10,16,operator,"[25, 37]",55.0,73.0,35.0,0,60.0
51.26042179158376,6.731353697964245,51.24528906078485,6.730388619424819,17,20,37,6153,25,8,"(51.25632, 6.73558)","(51.25323, 6.73313)",543.4,903.95,2,3,8,operator,"[19, 34]",56.0,76.0,41.0,0,62.0
51.26455074428866,6.737712552276938,51.27315886971201,6.686481099285529,4,20,24,6044,24,6,"(51.25804, 6.72913)","(51.25711, 6.71907)",939.99,2891.68,3,11,18,operator,"[7, 13]",59.0,67.0,53.0,0,74.0
51.265217533150285,6.684040356683839,51.24387054176764,6.777063945210399,2,30,32,9748,3,21,"(51.26532, 6.70355)","(51.26387, 6.71174)",1361.76,5074.34,5,20,29,operator,"[7, 12]",134.0,139.0,126.0,0,157.0
51.27443899252549,6.720584761688962,51.238168014625145,6.748236992804043,21,23,44,7386,23,7,"(51.25988, 6.72197)","(51.25475, 6.72683)",1622.62,2374.35,6,9,19,operator,"[27, 35]",63.0,72.0,36.0,0,60.0
51.24574861831169,6.735877425896681,51.25974027765871,6.738549739519747,46,18,64,5072,9,25,"(51.25188, 6.73981)","(51.25632, 6.73558)",735.32,433.33,2,1,7,operator,"[48, 63]",49.0,53.0,0.0,0,8.0
51.24849767414655,6.7248747409790415,51.25976858191824,6.755398403718252,12,21,33,5435,8,26,"(51.25323, 6.73313)","(51.25499, 6.74127)",780.63,1120.44,3,4,11,operator,"[15, 29]",77.0,81.0,51.0,0,73.0
51.26032395318346,6.732793442264477,51.26637317769634,6.6854604664862,52,22,74,6650,24,6,"(51.25804, 6.72913)","(51.25711, 6.71907)",360.5,2562.39,1,10,15,operator,"[53, 64]",60.0,66.0,1.0,0,24.0
51.24166656548442,6.777139002249033,51.24288697568632,6.731389036781184,48,17,65,5330,31,13,"(51.24133, 6.76731)","(51.24365, 6.76015)",687.41,2010.17,2,8,14,operator,"[50, 57]",103.0,108.0,50.0,0,68.0
51.253662571809805,6.761575383601394,51.25822762951018,6.677749743530895,57,29,86,8337,28,10,"(51.2517, 6.75325)","(51.2505, 6.7452)",620.9,4786.75,2,19,25,operator,"[59, 67]",86.0,90.0,22.0,0,52.0
51.263168273711045,6.740823786666068,51.23954204885149,6.724888526414444,22,23,45,6658,25,7,"(51.25632, 6.73558)","(51.25475, 6.72683)",845.26,1697.35,3,6,13,operator,"[25, 39]",54.0,71.0,31.0,0,55.0
51.24427782625394,6.744742685559274,51.24590348812008,6.773720408786126,39,12,51,2756,11,29,"(51.24869, 6.75055)","(51.24811, 6.75954)",636.69,1020.11,2,4,10,operator,"[41, 47]",93.0,112.0,64.0,0,77.0
51.27343489682019,6.685635580016265,51.27655062487365,6.713878529248071,38,12,50,3430,0,17,"(51.2772, 6.70163)","(51.27648, 6.70598)",1192.13,551.21,4,2,9,operator,"[42, 48]",43.0,46.0,-0.0,7,10.0
51.244774371528464,6.774603179663394,51.24658243306251,6.689158649757178,56,28,84,8713,30,13,"(51.24472, 6.7643)","(51.24365, 6.76015)",719.47,4967.85,2,19,24,operator,"[58, 65]",59.0,63.0,-0.0,9,26.0
51.23820771173675,6.708714365135713,51.25634576253909,6.758980543326975,35,26,61,7200,6,23,"(51.25711, 6.71907)","(51.25988, 6.72197)",2223.77,2613.36,8,10,21,operator,"[43, 51]",44.0,46.999999999999986,-0.0,3,21.999999999999986
51.2745257698232,6.716847422250615,51.24345082663152,6.740336696392327,7,25,32,7693,21,5,"(51.26387, 6.71174)","(51.25965, 6.71313)",1237.92,2618.41,4,10,18,operator,"[11, 22]",12.0,16.0,-0.0,5,19.0
51.24172683035512,6.690994321878014,51.26023746512349,6.751397841995904,39,32,71,9552,5,23,"(51.25965, 6.71313)","(51.25988, 6.72197)",2522.81,2054.58,10,8,22,operator,"[49, 63]",50.0,54.0,-0.0,4,23.0
51.23436023636816,6.752664009945859,51.26110708692162,6.747292526604883,52,15,67,4653,12,28,"(51.24654, 6.75545)","(51.2517, 6.75325)",1368.93,1126.18,5,4,13,operator,"[57, 63]",58.0,61.99999999999799,-0.0,12,13.999999999997982
51.25136608697148,6.698792965035293,51.27689000573862,6.716466473639573,49,18,67,5082,4,19,"(51.26235, 6.70734)","(51.27123, 6.70489)",1359.88,1024.27,5,4,15,operator,"[54, 63]",55.0,61.0,-0.0,1,16.0
51.264537924344765,6.686615389429916,51.23533670426238,6.77862956343827,26,33,59,9980,3,21,"(51.26532, 6.70355)","(51.26387, 6.71174)",1185.19,5646.96,4,22,30,operator,"[30, 37]",31.0,37.0,-0.0,11,33.0
51.25759261355277,6.744783056933549,51.2664794617026,6.692882292854686,23,24,47,7681,25,7,"(51.25632, 6.73558)","(51.25475, 6.72683)",657.87,2705.22,2,10,16,operator,"[25, 37]",26.0,38.0,-0.0,6,25.0
51.26042179158376,6.731353697964245,51.24528906078485,6.730388619424819,17,20,37,6153,25,8,"(51.25632, 6.73558)","(51.25323, 6.73313)",543.4,903.95,2,3,8,operator,"[19, 34]",20.0,30.0,-0.0,6,16.0
51.26455074428866,6.737712552276938,51.27315886971201,6.686481099285529,4,20,24,6044,24,6,"(51.25804, 6.72913)","(51.25711, 6.71907)",939.99,2891.68,3,11,18,operator,"[7, 13]",8.0,58.0,44.0,14,65.0
51.265217533150285,6.684040356683839,51.24387054176764,6.777063945210399,2,30,32,9748,3,21,"(51.26532, 6.70355)","(51.26387, 6.71174)",1361.76,5074.34,5,20,29,operator,"[7, 12]",32.0,36.0,23.0,11,54.0
51.27443899252549,6.720584761688962,51.238168014625145,6.748236992804043,21,23,44,7386,23,7,"(51.25988, 6.72197)","(51.25475, 6.72683)",1622.62,2374.35,6,9,19,operator,"[27, 35]",28.0,32.0,-0.0,0,20.0
51.24574861831169,6.735877425896681,51.25974027765871,6.738549739519747,46,18,64,5072,9,25,"(51.25188, 6.73981)","(51.25632, 6.73558)",735.32,433.33,2,1,7,operator,"[48, 63]",49.0,53.0,-0.0,2,8.0
51.24849767414655,6.7248747409790415,51.25976858191824,6.755398403718252,12,21,33,5435,8,26,"(51.25323, 6.73313)","(51.25499, 6.74127)",780.63,1120.44,3,4,11,operator,"[15, 29]",16.0,20.0,-0.0,13,12.0
51.26032395318346,6.732793442264477,51.26637317769634,6.6854604664862,52,22,74,6650,24,6,"(51.25804, 6.72913)","(51.25711, 6.71907)",360.5,2562.39,1,10,15,operator,"[53, 64]",54.0,58.99999999999818,-0.0,14,16.99999999999818
51.24166656548442,6.777139002249033,51.24288697568632,6.731389036781184,48,17,65,5330,31,13,"(51.24133, 6.76731)","(51.24365, 6.76015)",687.41,2010.17,2,8,14,operator,"[50, 57]",51.0,62.0,4.0,9,22.0
51.253662571809805,6.761575383601394,51.25822762951018,6.677749743530895,57,29,86,8337,28,10,"(51.2517, 6.75325)","(51.2505, 6.7452)",620.9,4786.75,2,19,25,operator,"[59, 67]",60.0,64.0,-0.0,10,26.0
51.263168273711045,6.740823786666068,51.23954204885149,6.724888526414444,22,23,45,6658,25,7,"(51.25632, 6.73558)","(51.25475, 6.72683)",845.26,1697.35,3,6,13,operator,"[25, 39]",27.0,33.0,-0.0,6,17.0
51.24427782625394,6.744742685559274,51.24590348812008,6.773720408786126,39,12,51,2756,11,29,"(51.24869, 6.75055)","(51.24811, 6.75954)",636.69,1020.11,2,4,10,operator,"[41, 47]",42.0,46.0,-0.0,8,11.0
51.27343489682019,6.685635580016265,51.27655062487365,6.713878529248071,38,12,50,3430,0,17,"(51.2772, 6.70163)","(51.27648, 6.70598)",1192.13,551.21,4,2,9,operator,"[42, 48]",43.0,46.0,-0.0,1,10.0
51.244774371528464,6.774603179663394,51.24658243306251,6.689158649757178,56,28,84,8713,30,13,"(51.24472, 6.7643)","(51.24365, 6.76015)",719.47,4967.85,2,19,24,operator,"[58, 65]",59.0,62.0,-0.0,2,25.0
51.23820771173675,6.708714365135713,51.25634576253909,6.758980543326975,35,26,61,7200,6,23,"(51.25711, 6.71907)","(51.25988, 6.72197)",2223.77,2613.36,8,10,21,operator,"[43, 51]",44.0,47.0,-0.0,5,22.0
51.2745257698232,6.716847422250615,51.24345082663152,6.740336696392327,7,25,32,7693,21,5,"(51.26387, 6.71174)","(51.25965, 6.71313)",1237.92,2618.41,4,10,18,operator,"[11, 22]",12.0,16.0,-0.0,11,19.0
51.24172683035512,6.690994321878014,51.26023746512349,6.751397841995904,39,32,71,9552,5,23,"(51.25965, 6.71313)","(51.25988, 6.72197)",2522.81,2054.58,10,8,22,operator,"[49, 63]",50.0,54.0,-0.0,0,23.0
51.23436023636816,6.752664009945859,51.26110708692162,6.747292526604883,52,15,67,4653,12,28,"(51.24654, 6.75545)","(51.2517, 6.75325)",1368.93,1126.18,5,4,13,operator,"[57, 63]",58.0,62.0,-0.0,14,14.0
51.25136608697148,6.698792965035293,51.27689000573862,6.716466473639573,49,18,67,5082,4,19,"(51.26235, 6.70734)","(51.27123, 6.70489)",1359.88,1024.27,5,4,15,operator,"[54, 63]",55.0,61.0,-0.0,10,16.0
51.264537924344765,6.686615389429916,51.23533670426238,6.77862956343827,26,33,59,9980,3,21,"(51.26532, 6.70355)","(51.26387, 6.71174)",1185.19,5646.96,4,22,30,operator,"[30, 37]",31.0,35.0,-0.0,6,31.0
51.25759261355277,6.744783056933549,51.2664794617026,6.692882292854686,23,24,47,7681,25,7,"(51.25632, 6.73558)","(51.25475, 6.72683)",657.87,2705.22,2,10,16,operator,"[25, 37]",26.0,30.0,-0.0,17,17.0
51.26042179158376,6.731353697964245,51.24528906078485,6.730388619424819,17,20,37,6153,25,8,"(51.25632, 6.73558)","(51.25323, 6.73313)",543.4,903.95,2,3,8,operator,"[19, 34]",20.0,23.0,-0.0,7,9.0
51.26455074428866,6.737712552276938,51.27315886971201,6.686481099285529,4,20,24,6044,24,6,"(51.25804, 6.72913)","(51.25711, 6.71907)",939.99,2891.68,3,11,18,operator,"[7, 13]",8.0,12.0,-0.0,8,19.0
51.265217533150285,6.684040356683839,51.24387054176764,6.777063945210399,2,30,32,9748,3,21,"(51.26532, 6.70355)","(51.26387, 6.71174)",1361.76,5074.34,5,20,29,operator,"[7, 12]",8.0,12.0,-0.0,13,30.0
51.27443899252549,6.720584761688962,51.238168014625145,6.748236992804043,21,23,44,7386,23,7,"(51.25988, 6.72197)","(51.25475, 6.72683)",1622.62,2374.35,6,9,19,operator,"[27, 35]",28.0,32.0,-0.0,18,20.0
51.24574861831169,6.735877425896681,51.25974027765871,6.738549739519747,46,18,64,5072,9,25,"(51.25188, 6.73981)","(51.25632, 6.73558)",735.32,433.33,2,1,7,operator,"[48, 63]",49.0,53.0,-0.0,9,8.0
51.24849767414655,6.7248747409790415,51.25976858191824,6.755398403718252,12,21,33,5435,8,26,"(51.25323, 6.73313)","(51.25499, 6.74127)",780.63,1120.44,3,4,11,operator,"[15, 29]",16.0,20.0,-0.0,15,12.0
51.26032395318346,6.732793442264477,51.26637317769634,6.6854604664862,52,22,74,6650,24,6,"(51.25804, 6.72913)","(51.25711, 6.71907)",360.5,2562.39,1,10,15,operator,"[53, 64]",54.0,58.0,-0.0,16,16.0
51.24166656548442,6.777139002249033,51.24288697568632,6.731389036781184,48,17,65,5330,31,13,"(51.24133, 6.76731)","(51.24365, 6.76015)",687.41,2010.17,2,8,14,operator,"[50, 57]",51.0,55.0,-0.0,19,15.0
51.253662571809805,6.761575383601394,51.25822762951018,6.677749743530895,57,29,86,8337,28,10,"(51.2517, 6.75325)","(51.2505, 6.7452)",620.9,4786.75,2,19,25,operator,"[59, 67]",60.0,64.0,-0.0,12,26.0
51.263168273711045,6.740823786666068,51.23954204885149,6.724888526414444,22,23,45,6658,25,7,"(51.25632, 6.73558)","(51.25475, 6.72683)",845.26,1697.35,3,6,13,operator,"[25, 39]",26.0,30.0,-0.0,4,14.0
51.24427782625394,6.744742685559274,51.24590348812008,6.773720408786126,39,12,51,2756,11,29,"(51.24869, 6.75055)","(51.24811, 6.75954)",636.69,1020.11,2,4,10,operator,"[41, 47]",42.0,46.0,-0.0,3,11.0
51.27343489682019,6.685635580016265,51.27655062487365,6.713878529248071,38,12,50,3430,0,17,"(51.2772, 6.70163)","(51.27648, 6.70598)",1192.13,551.21,4,2,9,passenger,"[42, 48]",43.0,46.0,-0.0,2,10.0
51.244774371528464,6.774603179663394,51.24658243306251,6.689158649757178,56,28,84,8713,30,13,"(51.24472, 6.7643)","(51.24365, 6.76015)",719.47,4967.85,2,19,24,passenger,"[58, 65]",59.0,62.0,-0.0,6,25.0
51.23820771173675,6.708714365135713,51.25634576253909,6.758980543326975,35,26,61,7200,6,23,"(51.25711, 6.71907)","(51.25988, 6.72197)",2223.77,2613.36,8,10,21,passenger,"[43, 51]",44.0,47.0,-0.0,13,22.0
51.2745257698232,6.716847422250615,51.24345082663152,6.740336696392327,7,25,32,7693,21,5,"(51.26387, 6.71174)","(51.25965, 6.71313)",1237.92,2618.41,4,10,18,passenger,"[11, 22]",12.0,16.0,-0.0,5,19.0
51.24172683035512,6.690994321878014,51.26023746512349,6.751397841995904,39,32,71,9552,5,23,"(51.25965, 6.71313)","(51.25988, 6.72197)",2522.81,2054.58,10,8,22,passenger,"[49, 63]",50.0,54.0,-0.0,9,23.0
51.23436023636816,6.752664009945859,51.26110708692162,6.747292526604883,52,15,67,4653,12,28,"(51.24654, 6.75545)","(51.2517, 6.75325)",1368.93,1126.18,5,4,13,passenger,"[57, 63]",58.0,62.0,-0.0,19,14.0
51.25136608697148,6.698792965035293,51.27689000573862,6.716466473639573,49,18,67,5082,4,19,"(51.26235, 6.70734)","(51.27123, 6.70489)",1359.88,1024.27,5,4,15,passenger,"[54, 63]",55.0,61.0,-0.0,11,16.0
51.264537924344765,6.686615389429916,51.23533670426238,6.77862956343827,26,33,59,9980,3,21,"(51.26532, 6.70355)","(51.26387, 6.71174)",1185.19,5646.96,4,22,30,passenger,"[30, 37]",31.0,35.0,-0.0,15,31.0
51.25759261355277,6.744783056933549,51.2664794617026,6.692882292854686,23,24,47,7681,25,7,"(51.25632, 6.73558)","(51.25475, 6.72683)",657.87,2705.22,2,10,16,passenger,"[25, 37]",26.0,30.0,-0.0,0,17.0
51.26042179158376,6.731353697964245,51.24528906078485,6.730388619424819,17,20,37,6153,25,8,"(51.25632, 6.73558)","(51.25323, 6.73313)",543.4,903.95,2,3,8,passenger,"[19, 34]",20.0,23.0,-0.0,4,9.0
51.26455074428866,6.737712552276938,51.27315886971201,6.686481099285529,4,20,24,6044,24,6,"(51.25804, 6.72913)","(51.25711, 6.71907)",939.99,2891.68,3,11,18,passenger,"[7, 13]",8.0,12.0,-0.0,1,19.0
51.265217533150285,6.684040356683839,51.24387054176764,6.777063945210399,2,30,32,9748,3,21,"(51.26532, 6.70355)","(51.26387, 6.71174)",1361.76,5074.34,5,20,29,passenger,"[7, 12]",8.0,12.0,-0.0,17,30.0
51.27443899252549,6.720584761688962,51.238168014625145,6.748236992804043,21,23,44,7386,23,7,"(51.25988, 6.72197)","(51.25475, 6.72683)",1622.62,2374.35,6,9,19,passenger,"[27, 35]",28.0,32.0,-0.0,3,20.0
51.24574861831169,6.735877425896681,51.25974027765871,6.738549739519747,46,18,64,5072,9,25,"(51.25188, 6.73981)","(51.25632, 6.73558)",735.32,433.33,2,1,7,passenger,"[48, 63]",49.0,53.0,-0.0,8,8.0
51.24849767414655,6.7248747409790415,51.25976858191824,6.755398403718252,12,21,33,5435,8,26,"(51.25323, 6.73313)","(51.25499, 6.74127)",780.63,1120.44,3,4,11,passenger,"[15, 29]",16.0,20.0,-0.0,7,12.0
51.26032395318346,6.732793442264477,51.26637317769634,6.6854604664862,52,22,74,6650,24,6,"(51.25804, 6.72913)","(51.25711, 6.71907)",360.5,2562.39,1,10,15,passenger,"[53, 64]",54.0,58.0,-0.0,12,16.0
